latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
27.4177,83.442,316.6,4.2,1.9,2018-04-20,0429,Terra,MODIS,68,6.03,294.6,42.8,D,0
27.4112,83.4783,317,4.2,1.9,2018-04-20,0429,Terra,MODIS,39,6.03,294.8,44.4,D,0
27.3183,83.2918,316.9,4.3,1.9,2018-04-20,0429,Terra,MODIS,64,6.03,293.2,42.4,D,0
26.4401,83.7422,338.9,1,1,2018-04-20,0740,Aqua,MODIS,83,6.03,312.9,20.2,D,0
26.4416,83.7523,334.4,1,1,2018-04-20,0740,Aqua,MODIS,76,6.03,311.9,13.1,D,0
26.8736,83.1959,365,1,1,2018-04-20,0740,Aqua,MODIS,100,6.03,311,87.2,D,0
26.3855,83.8734,342.2,1,1,2018-04-20,0740,Aqua,MODIS,86,6.03,311,26.1,D,0
26.3945,83.8717,333.3,1,1,2018-04-20,0740,Aqua,MODIS,74,6.03,313.5,12,D,0
26.8645,83.1977,335.1,1,1,2018-04-20,0740,Aqua,MODIS,80,6.03,307.6,17.7,D,0
26.8177,83.3085,332.9,1,1,2018-04-20,0740,Aqua,MODIS,76,6.03,309.1,12.7,D,0
27.31,83.2724,324,1,1,2018-04-20,0741,Aqua,MODIS,49,6.03,291.8,11.6,D,0
27.393,84.0782,326.8,1,1,2018-04-20,0741,Aqua,MODIS,74,6.03,301.7,12.8,D,0
27.3855,84.0899,332.9,1,1,2018-04-20,0741,Aqua,MODIS,83,6.03,302.2,19.7,D,0
27.1196,82.869,334.4,1.1,1,2018-04-20,0741,Aqua,MODIS,46,6.03,306.7,17.4,D,0
27.3222,84.5387,322.1,1,1,2018-04-20,0741,Aqua,MODIS,59,6.03,302.8,5.9,D,0
27.0545,82.9364,332.3,1.1,1,2018-04-20,0741,Aqua,MODIS,79,6.03,308.8,14.7,D,0
27.0999,83.5325,329.1,1,1,2018-04-20,0741,Aqua,MODIS,65,6.03,299,15.4,D,0
27.1015,83.5427,347.8,1,1,2018-04-20,0741,Aqua,MODIS,93,6.03,299.5,47.4,D,0
27.0909,83.5343,340.1,1,1,2018-04-20,0741,Aqua,MODIS,87,6.03,297.9,30.5,D,0
29.4177,80.676,317.2,1.2,1.1,2018-04-20,0741,Aqua,MODIS,43,6.03,301.2,7.9,D,0
27.0924,83.5445,363.7,1,1,2018-04-20,0741,Aqua,MODIS,100,6.03,297.2,86.3,D,0
29.0667,81.2859,319.3,1.2,1.1,2018-04-20,0741,Aqua,MODIS,63,6.03,302.3,9.2,D,0
28.9011,81.4648,329.8,1.2,1.1,2018-04-20,0741,Aqua,MODIS,82,6.03,305.6,21.7,D,0
28.9031,81.4767,320.6,1.2,1.1,2018-04-20,0741,Aqua,MODIS,52,6.03,304.4,8.4,D,0
28.8181,81.5265,327.7,1.2,1.1,2018-04-20,0741,Aqua,MODIS,77,6.03,304,17.7,D,0
28.6515,81.4326,325.8,1.2,1.1,2018-04-20,0741,Aqua,MODIS,62,6.03,302.8,17.1,D,0
28.6466,81.428,320.1,1.2,1.1,2018-04-20,0741,Aqua,MODIS,70,6.03,302.6,9.6,D,0
28.5876,81.4897,322.5,1.2,1.1,2018-04-20,0741,Aqua,MODIS,64,6.03,301.1,14,D,0
28.226,82.045,324,1.1,1.1,2018-04-20,0741,Aqua,MODIS,72,6.03,304.5,14.1,D,0
27.3438,83.0781,335.6,1,1,2018-04-20,0741,Aqua,MODIS,68,6.03,304.6,24.9,D,0
28.0738,82.7486,300.6,1.9,1.3,2018-04-20,1706,Terra,MODIS,30,6.03,290.1,9,N,0
28.0618,82.7501,338.4,1.9,1.3,2018-04-20,1706,Terra,MODIS,100,6.03,292,100.6,N,0
28.0663,82.7359,317.9,1.9,1.3,2018-04-20,1706,Terra,MODIS,96,6.03,290.1,37.8,N,0
28.0685,82.7569,333.2,1.9,1.3,2018-04-20,1706,Terra,MODIS,100,6.03,291.5,81.1,N,0
28.0564,82.7572,304,1.9,1.3,2018-04-20,1706,Terra,MODIS,58,6.03,290.4,13.7,N,0
27.0648,83.4531,309.1,2,1.4,2018-04-20,1706,Terra,MODIS,76,6.03,295.1,19.5,N,0
28.5361,81.4808,303.8,1.6,1.2,2018-04-20,1706,Terra,MODIS,53,6.03,290.2,8.3,N,0
28.5346,81.4664,305.7,1.6,1.2,2018-04-20,1706,Terra,MODIS,65,6.03,291.4,9.9,N,0
28.5906,81.3481,308.7,1.5,1.2,2018-04-20,1706,Terra,MODIS,75,6.03,295.8,11.6,N,0
26.9781,82.9051,304.2,2.7,1.6,2018-04-20,1947,Aqua,MODIS,59,6.03,291.3,24.1,N,0
27.1071,82.6394,314.5,2.9,1.6,2018-04-20,1947,Aqua,MODIS,89,6.03,291,59.8,N,0
27.1042,82.8393,322.6,2.8,1.6,2018-04-20,1947,Aqua,MODIS,100,6.03,291.4,85.8,N,0
27.1075,82.6472,311.8,2.9,1.6,2018-04-20,1947,Aqua,MODIS,83,6.03,290.7,49,N,0
27.1098,82.6182,302,2.9,1.6,2018-04-20,1947,Aqua,MODIS,46,6.03,290.6,20.5,N,0
27.1059,82.8472,318,2.8,1.6,2018-04-20,1947,Aqua,MODIS,84,6.03,288.1,64.5,N,0
27.2964,83.194,331.6,1,1,2018-04-21,0512,Terra,MODIS,71,6.03,309.1,12.9,D,0
27.108,83.5371,333.2,1,1,2018-04-21,0512,Terra,MODIS,76,6.03,310.4,13.8,D,0
27.1221,83.3147,334.3,1,1,2018-04-21,0512,Terra,MODIS,77,6.03,311.2,14,D,0
27.0931,83.514,341.5,1,1,2018-04-21,0512,Terra,MODIS,86,6.03,311.9,23.4,D,0
27.0916,83.524,335.6,1,1,2018-04-21,0512,Terra,MODIS,78,6.03,311.2,14,D,0
27.0901,83.5339,332,1,1,2018-04-21,0512,Terra,MODIS,35,6.03,311.7,9.2,D,0
27.0827,83.5224,330,1,1,2018-04-21,0512,Terra,MODIS,62,6.03,311.1,7.3,D,0
27.338,82.9019,333.8,1,1,2018-04-21,0512,Terra,MODIS,77,6.03,308.4,16.4,D,0
27.3365,82.912,331.9,1,1,2018-04-21,0512,Terra,MODIS,74,6.03,307.9,13.3,D,0
27.305,83.1338,331.6,1,1,2018-04-21,0512,Terra,MODIS,73,6.03,309.3,12.2,D,0
27.3036,83.1438,330.4,1,1,2018-04-21,0512,Terra,MODIS,70,6.03,309.3,11.3,D,0
27.2629,83.2949,355.3,1,1,2018-04-21,0512,Terra,MODIS,97,6.03,311.6,53.9,D,0
27.2585,83.3249,336.2,1,1,2018-04-21,0512,Terra,MODIS,75,6.03,312,16,D,0
27.197,83.6823,330.3,1,1,2018-04-21,0512,Terra,MODIS,71,6.03,308.5,10,D,0
27.2941,82.9503,358.3,1,1,2018-04-21,0512,Terra,MODIS,99,6.03,310.2,63.1,D,0
27.2927,82.9604,341.7,1,1,2018-04-21,0512,Terra,MODIS,86,6.03,308.4,26.5,D,0
27.2808,82.979,328.3,1,1,2018-04-21,0512,Terra,MODIS,49,6.03,308.4,6.8,D,0
27.1201,83.6415,327.8,1,1,2018-04-21,0512,Terra,MODIS,63,6.03,309.2,7.8,D,0
27.1796,83.1711,326.7,1,1,2018-04-21,0512,Terra,MODIS,56,6.03,308.5,7.3,D,0
27.1169,83.5387,331.2,1,1,2018-04-21,0512,Terra,MODIS,71,6.03,309.9,11.7,D,0
27.1385,83.3279,331,1,1,2018-04-21,0512,Terra,MODIS,42,6.03,310.3,7.9,D,0
27.1356,83.3478,332.4,1,1,2018-04-21,0512,Terra,MODIS,49,6.03,310,9.5,D,0
27.3211,83.0851,331.6,1,1,2018-04-21,0512,Terra,MODIS,73,6.03,309.6,11.2,D,0
27.3203,83.2188,328.7,1,1,2018-04-21,0512,Terra,MODIS,66,6.03,309.8,9.1,D,0
27.3497,83.1416,325.6,1,1,2018-04-21,0512,Terra,MODIS,44,6.03,307.2,5.6,D,0
27.3512,83.1316,352.8,1,1,2018-04-21,0512,Terra,MODIS,95,6.03,308.7,51.5,D,0
27.3225,83.3936,337.3,1,1,2018-04-21,0512,Terra,MODIS,82,6.03,310.4,16.2,D,0
27.3893,82.9937,327.3,1,1,2018-04-21,0512,Terra,MODIS,45,6.03,308.5,6.5,D,0
27.3979,82.9331,328.8,1,1,2018-04-21,0512,Terra,MODIS,61,6.03,307.7,9.5,D,0
27.4069,82.9346,330.8,1,1,2018-04-21,0512,Terra,MODIS,71,6.03,308.4,13.2,D,0
27.4346,82.8043,328.7,1,1,2018-04-21,0512,Terra,MODIS,64,6.03,310.5,9.8,D,0
27.4083,83.0552,358.4,1,1,2018-04-21,0512,Terra,MODIS,99,6.03,309.7,64,D,0
27.3667,83.4079,330.2,1,1,2018-04-21,0512,Terra,MODIS,69,6.03,311,8.3,D,0
27.4172,83.0567,328,1,1,2018-04-21,0512,Terra,MODIS,60,6.03,308.9,7.7,D,0
27.1811,84.7026,324.9,1,1,2018-04-21,0512,Terra,MODIS,65,6.03,307.7,6.9,D,0
27.4447,83.1854,330.4,1,1,2018-04-21,0512,Terra,MODIS,66,6.03,310.3,11.2,D,0
27.5382,82.9181,327.6,1,1,2018-04-21,0512,Terra,MODIS,68,6.03,308,9,D,0
27.4208,84.0387,320.1,1,1,2018-04-21,0512,Terra,MODIS,34,6.03,303.7,6.8,D,0
28.1221,80.7321,325.3,1.2,1.1,2018-04-21,0512,Terra,MODIS,62,6.03,306.3,10.6,D,0
27.9484,82.3533,323.2,1,1,2018-04-21,0512,Terra,MODIS,58,6.03,306.8,6.8,D,0
28.2462,82.5918,318.8,1,1,2018-04-21,0512,Terra,MODIS,42,6.03,304.9,5.8,D,0
28.4395,81.3551,328.4,1.1,1.1,2018-04-21,0512,Terra,MODIS,60,6.03,304.9,15,D,0
28.4491,81.3567,324,1.1,1.1,2018-04-21,0512,Terra,MODIS,61,6.03,306.8,11.1,D,0
28.595,81.3458,321.1,1.2,1.1,2018-04-21,0512,Terra,MODIS,60,6.03,305.8,8.1,D,0
28.7317,80.4901,322.5,1.3,1.1,2018-04-21,0512,Terra,MODIS,56,6.03,309,9.5,D,0
28.6359,81.3311,319.8,1.2,1.1,2018-04-21,0512,Terra,MODIS,52,6.03,301.7,9.4,D,0
28.6352,81.4122,319.3,1.1,1.1,2018-04-21,0512,Terra,MODIS,40,6.03,303.6,9,D,0
28.7061,81.3471,318.3,1.2,1.1,2018-04-21,0512,Terra,MODIS,20,6.03,304.7,6.7,D,0
28.4565,83.2593,321.1,1,1,2018-04-21,0512,Terra,MODIS,59,6.03,299.1,14.1,D,0
28.458,83.2491,317.7,1,1,2018-04-21,0512,Terra,MODIS,45,6.03,301.8,10.3,D,0
28.7687,81.4218,323.8,1.1,1.1,2018-04-21,0512,Terra,MODIS,70,6.03,306.6,11.3,D,0
28.8434,81.1437,321.7,1.2,1.1,2018-04-21,0512,Terra,MODIS,62,6.03,307.1,9.1,D,0
28.8577,81.1094,323.5,1.2,1.1,2018-04-21,0512,Terra,MODIS,69,6.03,304.9,12.4,D,0
28.9009,81.4862,320,1.1,1.1,2018-04-21,0512,Terra,MODIS,60,6.03,304.9,8.3,D,0
28.9023,81.4751,322.1,1.1,1.1,2018-04-21,0512,Terra,MODIS,68,6.03,305.9,11.5,D,0
28.9056,81.4817,327.9,1.1,1.1,2018-04-21,0512,Terra,MODIS,80,6.03,305.4,16.7,D,0
27.1444,82.9015,330.6,1,1,2018-04-21,0513,Terra,MODIS,70,6.03,309,9.8,D,0
27.1729,82.6364,330.7,1,1,2018-04-21,0513,Terra,MODIS,68,6.03,310.9,10.1,D,0
26.9691,82.9058,327.7,1,1,2018-04-21,0513,Terra,MODIS,62,6.03,308.8,7.9,D,0
26.5683,83.3829,326.4,1,1,2018-04-21,0513,Terra,MODIS,55,6.03,307.2,6.9,D,0
26.5697,83.373,328.5,1,1,2018-04-21,0513,Terra,MODIS,64,6.03,308.5,9.2,D,0
26.8097,83.3058,332.6,1,1,2018-04-21,0513,Terra,MODIS,74,6.03,310.4,11.4,D,0
26.8197,83.304,340,1,1,2018-04-21,0513,Terra,MODIS,85,6.03,311.9,23.5,D,0
26.9291,82.862,328.4,1,1,2018-04-21,0513,Terra,MODIS,64,6.03,308.8,8.2,D,0
26.9277,82.872,340.6,1,1,2018-04-21,0513,Terra,MODIS,85,6.03,308.9,26,D,0
26.3695,81.5886,328.1,1.1,1,2018-04-21,0513,Terra,MODIS,60,6.03,312.6,8.2,D,0
26.9437,83.5869,336.7,1,1,2018-04-21,0513,Terra,MODIS,81,6.03,309.8,18.6,D,0
26.9451,83.577,342.8,1,1,2018-04-21,0513,Terra,MODIS,87,6.03,311.4,28.8,D,0
27.0466,82.878,332.6,1,1,2018-04-21,0513,Terra,MODIS,74,6.03,310.3,13.2,D,0
27.048,82.8679,330.7,1,1,2018-04-21,0513,Terra,MODIS,71,6.03,310.8,10.1,D,0
26.9555,83.5686,336.6,1,1,2018-04-21,0513,Terra,MODIS,81,6.03,311.5,18.2,D,0
26.957,83.5587,338,1,1,2018-04-21,0513,Terra,MODIS,82,6.03,312.7,20.3,D,0
27.0551,82.9479,334.1,1,1,2018-04-21,0513,Terra,MODIS,77,6.03,309.6,15.9,D,0
26.976,83.5584,343.1,1,1,2018-04-21,0513,Terra,MODIS,88,6.03,310.4,24.9,D,0
26.9775,83.5485,338.7,1,1,2018-04-21,0513,Terra,MODIS,83,6.03,311.1,18.6,D,0
27.0498,83.0499,331.2,1,1,2018-04-21,0513,Terra,MODIS,60,6.03,310.5,9.9,D,0
27.063,83.0213,329.5,1,1,2018-04-21,0513,Terra,MODIS,68,6.03,308.5,10.1,D,0
27.0146,83.5449,334,1,1,2018-04-21,0513,Terra,MODIS,46,6.03,314,13.5,D,0
27.0262,83.4654,329,1,1,2018-04-21,0513,Terra,MODIS,67,6.03,308.2,7.9,D,0
27.0277,83.4554,355.3,1,1,2018-04-21,0513,Terra,MODIS,97,6.03,311.6,53.7,D,0
27.0162,83.5962,340.3,1,1,2018-04-21,0513,Terra,MODIS,85,6.03,311.8,22.9,D,0
27.0176,83.5863,353,1,1,2018-04-21,0513,Terra,MODIS,95,6.03,312.2,47,D,0
27.047,83.4486,330.6,1,1,2018-04-21,0513,Terra,MODIS,71,6.03,309.2,9.6,D,0
27.1628,82.7077,333.3,1,1,2018-04-21,0513,Terra,MODIS,76,6.03,310.3,13.8,D,0
26.8627,83.2181,330.9,3.2,1.7,2018-04-21,0823,Aqua,MODIS,64,6.03,307.1,79.8,D,0
27.0838,82.6149,326.9,2.9,1.6,2018-04-21,0823,Aqua,MODIS,67,6.03,308.8,42.9,D,0
27.0818,82.6231,330.3,2.9,1.6,2018-04-21,0823,Aqua,MODIS,74,6.03,308.3,61.7,D,0
27.0252,83.4497,335.7,3.3,1.7,2018-04-21,0823,Aqua,MODIS,82,6.03,301.4,122.1,D,0
27.0152,83.4554,330,3.3,1.7,2018-04-21,0823,Aqua,MODIS,73,6.03,303.5,77.6,D,0
26.859,83.2138,331.4,3.2,1.7,2018-04-21,0823,Aqua,MODIS,75,6.03,307.3,82.9,D,0
28.6499,81.3962,321.9,2.5,1.5,2018-04-21,0824,Aqua,MODIS,46,6.03,305.7,30.2,D,0
28.8601,81.1107,323,2.4,1.5,2018-04-21,0824,Aqua,MODIS,49,6.03,306.7,24.7,D,0
28.8542,81.1077,328.5,2.4,1.5,2018-04-21,0824,Aqua,MODIS,78,6.03,308.2,49.8,D,0
27.2275,82.9306,326.1,3.1,1.7,2018-04-21,0824,Aqua,MODIS,66,6.03,308,43.2,D,0
27.3826,82.9706,325.6,3.1,1.7,2018-04-21,0824,Aqua,MODIS,52,6.03,309.1,35.3,D,0
27.3951,82.9646,325.7,3.1,1.7,2018-04-21,0824,Aqua,MODIS,66,6.03,308.6,41.2,D,0
28.3759,81.3755,321.8,2.5,1.5,2018-04-21,0824,Aqua,MODIS,27,6.03,306.4,21.2,D,0
28.6841,81.9753,328,2.8,1.6,2018-04-21,0824,Aqua,MODIS,76,6.03,309,62.4,D,0
28.6701,81.8043,319.2,2.7,1.6,2018-04-21,0824,Aqua,MODIS,50,6.03,305.5,30,D,0
28.8267,81.5155,323.8,2.6,1.5,2018-04-21,0824,Aqua,MODIS,71,6.03,305.9,36.2,D,0
27.6853,83.6258,305.5,2.1,1.4,2018-04-21,1611,Terra,MODIS,65,6.03,295.4,16,N,0
27.3902,84.0817,307.7,2,1.4,2018-04-21,1611,Terra,MODIS,72,6.03,297.5,15,N,0
27.1269,82.8394,309.8,2.5,1.5,2018-04-21,1611,Terra,MODIS,78,6.03,294.9,27.7,N,0
27.6791,85.6697,301.2,1.6,1.2,2018-04-21,1611,Terra,MODIS,34,6.03,285,10,N,0
27.1328,82.8431,306.7,2.5,1.5,2018-04-21,1611,Terra,MODIS,45,6.03,294.8,20.1,N,0
27.1195,82.8466,306.7,2.5,1.5,2018-04-21,1611,Terra,MODIS,59,6.03,295.5,21.6,N,0
27.0396,82.8673,309.5,2.5,1.5,2018-04-21,1611,Terra,MODIS,78,6.03,294.6,31.4,N,0
27.0457,82.8723,308.8,2.5,1.5,2018-04-21,1611,Terra,MODIS,76,6.03,294.7,29.3,N,0
27.3341,84.4297,308.9,1.9,1.3,2018-04-21,1611,Terra,MODIS,76,6.03,298.2,15.8,N,0
27.0878,83.5605,316.5,2.2,1.4,2018-04-21,1611,Terra,MODIS,69,6.03,295.3,37.1,N,0
27.0891,83.5656,317.6,2.2,1.4,2018-04-21,1611,Terra,MODIS,95,6.03,295.6,41.6,N,0
27.0764,83.5688,306.6,2.2,1.4,2018-04-21,1611,Terra,MODIS,36,6.03,295.9,16,N,0
27.0422,83.4624,308,2.3,1.5,2018-04-21,1611,Terra,MODIS,71,6.03,294.9,20.9,N,0
27.0384,83.5784,307.6,2.2,1.4,2018-04-21,1611,Terra,MODIS,71,6.03,295,20.2,N,0
26.8569,82.9518,309,2.5,1.5,2018-04-21,1611,Terra,MODIS,76,6.03,294.9,26.7,N,0
26.8628,82.9568,305.9,2.5,1.5,2018-04-21,1611,Terra,MODIS,66,6.03,294.9,20.5,N,0
26.529,83.5381,304.6,1.2,1.1,2018-04-21,2030,Aqua,MODIS,61,6.03,293.3,8.2,N,0
28.8504,81.5147,302.5,1,1,2018-04-21,2030,Aqua,MODIS,42,6.03,289.4,5.1,N,0
28.8488,81.525,301.2,1,1,2018-04-21,2030,Aqua,MODIS,27,6.03,290.5,4.5,N,0
28.6786,81.9734,300.3,1,1,2018-04-21,2030,Aqua,MODIS,24,6.03,289.7,5.3,N,0
28.6199,81.5145,307.6,1,1,2018-04-21,2030,Aqua,MODIS,72,6.03,293.3,8,N,0
27.883,82.8639,304.3,1.1,1,2018-04-21,2030,Aqua,MODIS,60,6.03,293.4,6.1,N,0
27.4701,82.9508,304.8,1.1,1.1,2018-04-21,2030,Aqua,MODIS,62,6.03,293.6,7.1,N,0
27.3684,83.3881,312.8,1.2,1.1,2018-04-21,2030,Aqua,MODIS,86,6.03,292.2,15.1,N,0
27.3665,83.3997,302.6,1.2,1.1,2018-04-21,2030,Aqua,MODIS,50,6.03,291.8,6.6,N,0
27.8707,80.0203,311.4,1,1,2018-04-21,2030,Aqua,MODIS,82,6.03,292.7,10.9,N,0
27.3126,82.5451,304,1.1,1,2018-04-21,2030,Aqua,MODIS,58,6.03,293.6,6.1,N,0
27.2915,82.675,312.7,1.1,1,2018-04-21,2030,Aqua,MODIS,86,6.03,294,13,N,0
27.1201,83.6417,303.7,1.2,1.1,2018-04-21,2030,Aqua,MODIS,56,6.03,293.1,6.6,N,0
27.1362,82.8468,306.2,1.1,1.1,2018-04-21,2030,Aqua,MODIS,67,6.03,293.4,7.5,N,0
27.1344,82.8579,304,1.1,1.1,2018-04-21,2030,Aqua,MODIS,58,6.03,293.4,6.1,N,0
26.3598,83.503,307.8,1.2,1.1,2018-04-21,2030,Aqua,MODIS,72,6.03,294.5,9.4,N,0
28.9746,80.9247,306.7,1,1,2018-04-21,2030,Aqua,MODIS,69,6.03,290.9,8.4,N,0
26.8553,83.1955,334.3,3.7,1.8,2018-04-22,0555,Terra,MODIS,61,6.03,311.3,124.9,D,0
26.8548,83.2727,325.6,3.8,1.8,2018-04-22,0555,Terra,MODIS,63,6.03,310,59.7,D,0
26.8964,83.535,323.7,3.9,1.8,2018-04-22,0555,Terra,MODIS,61,6.03,310.1,47.8,D,0
27.1983,82.8582,328.6,3.5,1.8,2018-04-22,0555,Terra,MODIS,72,6.03,309,78,D,0
27.1929,82.8621,330.9,3.5,1.8,2018-04-22,0555,Terra,MODIS,76,6.03,309,93.1,D,0
27.0936,83.5629,326.7,3.9,1.8,2018-04-22,0555,Terra,MODIS,69,6.03,312.8,61.8,D,0
27.385,82.7803,324.6,3.4,1.7,2018-04-22,0555,Terra,MODIS,63,6.03,311.2,41.5,D,0
27.3806,82.7843,324.7,3.4,1.7,2018-04-22,0555,Terra,MODIS,63,6.03,311.4,42.2,D,0
27.3506,83.1377,324.8,3.6,1.8,2018-04-22,0555,Terra,MODIS,61,6.03,310.5,41.1,D,0
28.7405,80.4773,320.1,2.2,1.4,2018-04-22,0555,Terra,MODIS,65,6.03,307.5,21.1,D,0
26.4747,83.4609,324.1,4,1.9,2018-04-22,0555,Terra,MODIS,63,6.03,308.5,58.7,D,0
26.3817,83.8185,325.5,4.2,1.9,2018-04-22,0555,Terra,MODIS,66,6.03,308.1,72.1,D,0
26.3911,83.778,324.4,4.2,1.9,2018-04-22,0555,Terra,MODIS,63,6.03,309,58.4,D,0
26.4803,83.4676,323,4,1.9,2018-04-22,0555,Terra,MODIS,51,6.03,308.5,50.3,D,0
26.5025,83.5977,323.7,4.1,1.9,2018-04-22,0555,Terra,MODIS,61,6.03,308.8,58,D,0
26.5611,83.4906,327.5,4,1.9,2018-04-22,0555,Terra,MODIS,71,6.03,307.9,87.6,D,0
26.5697,83.4523,344.6,3.9,1.8,2018-04-22,0555,Terra,MODIS,90,6.03,309.5,275.5,D,0
26.5773,83.4952,328.5,4,1.9,2018-04-22,0555,Terra,MODIS,68,6.03,306.8,90.6,D,0
26.5858,83.4568,340.9,3.9,1.8,2018-04-22,0555,Terra,MODIS,76,6.03,309.7,220.1,D,0
26.5663,83.4986,324.6,4,1.9,2018-04-22,0555,Terra,MODIS,60,6.03,306.8,59.1,D,0
26.84,82.8476,324.4,3.5,1.8,2018-04-22,0555,Terra,MODIS,59,6.03,311.4,45.5,D,0
26.3782,83.8124,327.1,4.2,1.9,2018-04-22,0555,Terra,MODIS,70,6.03,308,86.9,D,0
26.8401,83.2232,324.4,3.8,1.8,2018-04-22,0555,Terra,MODIS,58,6.03,309.8,45.7,D,0
26.5302,81.4231,322.2,2.9,1.6,2018-04-22,0556,Terra,MODIS,47,6.03,309.8,27,D,0
27.8027,86.2874,315.9,1,1,2018-04-22,0728,Aqua,MODIS,46,6.03,297.4,9.3,D,0
27.8042,86.2971,314.4,1,1,2018-04-22,0728,Aqua,MODIS,44,6.03,299.1,8.2,D,0
27.1457,82.6171,329.4,1.6,1.2,2018-04-22,0728,Aqua,MODIS,61,6.03,315.6,12.4,D,0
27.3833,84.0598,336.6,1.3,1.1,2018-04-22,0728,Aqua,MODIS,78,6.03,313.1,33.6,D,0
27.396,84.136,324.1,1.3,1.1,2018-04-22,0728,Aqua,MODIS,34,6.03,313.1,9,D,0
27.0966,82.6659,332,1.6,1.2,2018-04-22,0728,Aqua,MODIS,74,6.03,316.7,20.3,D,0
27.1326,82.865,332,1.5,1.2,2018-04-22,0728,Aqua,MODIS,74,6.03,317.6,17.1,D,0
27.1407,82.9723,331.5,1.5,1.2,2018-04-22,0728,Aqua,MODIS,73,6.03,315.8,20.3,D,0
27.0892,82.8118,330.8,1.5,1.2,2018-04-22,0728,Aqua,MODIS,68,6.03,318,17.7,D,0
27.3151,84.1471,326.8,1.3,1.1,2018-04-22,0728,Aqua,MODIS,32,6.03,312.5,13.3,D,0
27.2707,83.9437,330.3,1.3,1.1,2018-04-22,0728,Aqua,MODIS,61,6.03,313,21.6,D,0
27.3193,84.4168,337.1,1.2,1.1,2018-04-22,0728,Aqua,MODIS,84,6.03,312.5,34.8,D,0
27.3213,84.429,337.1,1.2,1.1,2018-04-22,0728,Aqua,MODIS,84,6.03,312.5,34.9,D,0
27.3258,84.5162,325.5,1.2,1.1,2018-04-22,0728,Aqua,MODIS,66,6.03,311.6,11.8,D,0
27.5196,85.712,325.7,1.1,1,2018-04-22,0728,Aqua,MODIS,60,6.03,312.2,11.5,D,0
27.6283,83.8689,327.3,1.3,1.1,2018-04-22,0728,Aqua,MODIS,65,6.03,312.2,16.8,D,0
27.6305,83.8821,330.3,1.3,1.1,2018-04-22,0728,Aqua,MODIS,72,6.03,309.3,23.1,D,0
27.4628,83.035,331.9,1.5,1.2,2018-04-22,0728,Aqua,MODIS,76,6.03,317.3,20.4,D,0
27.3718,82.7141,335.8,1.5,1.2,2018-04-22,0728,Aqua,MODIS,81,6.03,318.3,26.7,D,0
27.3746,82.7293,333,1.5,1.2,2018-04-22,0728,Aqua,MODIS,60,6.03,318.5,19.9,D,0
27.476,83.5772,333.2,1.4,1.2,2018-04-22,0728,Aqua,MODIS,78,6.03,320.5,17.6,D,0
27.2892,82.642,329.9,1.6,1.2,2018-04-22,0728,Aqua,MODIS,5,6.03,317.4,13.7,D,0
27.5955,84.4653,322.6,1.2,1.1,2018-04-22,0728,Aqua,MODIS,56,6.03,308.4,11.1,D,0
27.2364,82.5402,332.4,1.6,1.2,2018-04-22,0728,Aqua,MODIS,75,6.03,318.4,24.7,D,0
27.3534,83.1852,328.2,1.4,1.2,2018-04-22,0728,Aqua,MODIS,32,6.03,315.3,9.7,D,0
27.4604,83.9714,325.6,1.3,1.1,2018-04-22,0728,Aqua,MODIS,65,6.03,309.9,18.6,D,0
27.2086,82.5862,335,1.6,1.2,2018-04-22,0728,Aqua,MODIS,79,6.03,316.8,32.6,D,0
27.0997,83.5431,333.8,1.4,1.2,2018-04-22,0728,Aqua,MODIS,65,6.03,319.2,17.5,D,0
27.1021,83.5569,348.5,1.4,1.2,2018-04-22,0728,Aqua,MODIS,92,6.03,318.3,59.2,D,0
27.0894,83.5454,336.5,1.4,1.2,2018-04-22,0728,Aqua,MODIS,81,6.03,320.3,23.2,D,0
27.0917,83.5592,361.7,1.4,1.2,2018-04-22,0728,Aqua,MODIS,100,6.03,321.4,109.4,D,0
27.3821,85.303,330.1,1.1,1.1,2018-04-22,0728,Aqua,MODIS,72,6.03,314,15.7,D,0
27.3839,85.3142,327.9,1.1,1.1,2018-04-22,0728,Aqua,MODIS,54,6.03,313.4,12.9,D,0
26.9807,82.9898,340.9,1.5,1.2,2018-04-22,0728,Aqua,MODIS,85,6.03,318.8,44.7,D,0
26.9834,83.0047,340.9,1.5,1.2,2018-04-22,0728,Aqua,MODIS,85,6.03,317.5,44.6,D,0
26.9725,83.1298,331.6,1.5,1.2,2018-04-22,0728,Aqua,MODIS,57,6.03,317.9,17.5,D,0
26.9107,82.912,330,1.5,1.2,2018-04-22,0728,Aqua,MODIS,60,6.03,315.8,16.2,D,0
27.2851,85.0657,326,1.1,1.1,2018-04-22,0728,Aqua,MODIS,70,6.03,313.7,13.9,D,0
26.8508,82.5942,328.4,1.6,1.2,2018-04-22,0728,Aqua,MODIS,62,6.03,315.6,18,D,0
26.9086,82.9192,329.2,1.5,1.2,2018-04-22,0728,Aqua,MODIS,65,6.03,315.8,15.3,D,0
26.9401,83.098,332.8,1.5,1.2,2018-04-22,0728,Aqua,MODIS,27,6.03,318.5,18.9,D,0
26.9426,83.1127,337,1.5,1.2,2018-04-22,0728,Aqua,MODIS,43,6.03,320.4,29.1,D,0
26.8816,82.8305,329.8,1.6,1.2,2018-04-22,0728,Aqua,MODIS,41,6.03,316.9,15.8,D,0
